X,Y,OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-8858899.584,5410294.252,640,GO-20135172838,2013/07/15 04:00:00+00,2013,July,15,Monday,196,D22,Stabbing,12,Markland Wood,12,Markland Wood (12),-79.58084897,43.64256737
-8858899.584,5410294.252,641,GO-20135172838,2013/07/15 04:00:00+00,2013,July,15,Monday,196,D22,Stabbing,12,Markland Wood,12,Markland Wood (12),-79.58084897,43.64256737
-8851718.535,5427125.998,642,GO-20135159817,2013/07/28 04:00:00+00,2013,July,28,Sunday,209,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5163405,43.75188656
-8846676.846,5409630.823,643,GO-20135162653,2013/08/05 04:00:00+00,2013,August,5,Monday,217,D11,Shooting,87,High Park-Swansea,87,High Park-Swansea (87),-79.47105024,43.63825444
-8854988.093,5422408.229,644,GO-20135143553,2013/08/12 04:00:00+00,2013,August,12,Monday,224,D23,Shooting,5,Elms-Old Rexdale,5,Elms-Old Rexdale (5),-79.54571145,43.7212656
-8851062.315,5426715.177,645,GO-20135192957,2013/08/23 04:00:00+00,2013,August,23,Friday,235,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51044558,43.74922073
-8851062.315,5426715.177,646,GO-20135192957,2013/08/23 04:00:00+00,2013,August,23,Friday,235,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51044558,43.74922073
-8853051.703,5419832.222,647,GO-20135143282,2013/09/03 04:00:00+00,2013,September,3,Tuesday,246,D12,Shooting,113,Weston,113,Weston (113),-79.52831656,43.70453926
-8834865.107,5435210.283,648,GO-20135114771,2013/09/12 04:00:00+00,2013,September,12,Thursday,255,D33,Stabbing,48,Hillcrest Village,48,Hillcrest Village (48),-79.36494359,43.8043217
-8830266.728,5416571.444,649,GO-20135245469,2013/09/14 04:00:00+00,2013,September,14,Saturday,257,D54,Stabbing,66,Danforth,66,Danforth (66),-79.32363564,43.68335992
-8857737.038,5415489.716,650,GO-20135269597,2013/09/17 04:00:00+00,2013,September,17,Tuesday,260,D23,Shooting,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.57040564,43.67633225
-8846303.04,5417856.871,651,GO-20135126688,2013/09/20 04:00:00+00,2013,September,20,Friday,263,D12,Stabbing,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.46769229,43.69170989
-8835088.403,5412436.785,652,GO-20135260102,2013/09/23 04:00:00+00,2013,September,23,Monday,266,D51,Shooting,73,Moss Park,73,Moss Park (73),-79.36694949,43.65649381
-8837058.519,5411504.549,653,GO-20135237175,2013/10/06 04:00:00+00,2013,October,6,Sunday,279,D52,Stabbing,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38464734,43.65043469
-8852070.94,5419519.993,654,GO-20135128923,2013/10/13 04:00:00+00,2013,October,13,Sunday,286,D12,Stabbing,113,Weston,113,Weston (113),-79.51950622,43.7025116
-8838647.629,5412227.228,655,GO-20135229819,2013/10/20 04:00:00+00,2013,October,20,Sunday,293,D52,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39892256,43.65513184
-8834732.712,5412963.838,656,GO-20135070453,2013/11/01 04:00:00+00,2013,November,1,Friday,305,D51,Other,72,Regent Park,72,Regent Park (72),-79.36375426,43.65991916
-8841008.071,5415140.11,657,GO-2013939200,2013/11/09 05:00:00+00,2013,November,9,Saturday,313,D13,Other,94,Wychwood,94,Wychwood (94),-79.42012677,43.67406079
-8827415.255,5415881.757,658,GO-2013943773,2013/11/10 05:00:00+00,2013,November,10,Sunday,314,D55,Shooting,62,East End-Danforth,62,East End-Danforth (62),-79.29802043,43.67887932
-8859453.457,5426984.757,659,GO-20131032372,2013/11/24 05:00:00+00,2013,November,24,Sunday,328,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58582449,43.75097006
-8838241.084,5423778.593,660,GO-20131036741,2013/11/25 05:00:00+00,2013,November,25,Monday,329,D32,Stabbing,105,Lawrence Park North,105,Lawrence Park North (105),-79.39527051,43.73016164
-8851023.728,5420904.603,661,GO-20131225193,2013/12/26 05:00:00+00,2013,December,26,Thursday,360,D12,Other,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),-79.51009895,43.71150293
-8824539.814,5438287.306,662,GO-20131231259,2013/12/27 05:00:00+00,2013,December,27,Friday,361,D42,Other,130,Milliken,130,Milliken (130),-79.2721899,43.82426737
-8835848.136,5414097.952,663,GO-20141272537,2014/01/03 05:00:00+00,2014,January,3,Friday,3,D51,Other,74,North St.James Town,74,North St.James Town (74),-79.37377428,43.66728915
-8826476.494,5428241.42,664,GO-20141326860,2014/01/14 05:00:00+00,2014,January,14,Tuesday,14,D41,Other,126,Dorset Park,126,Dorset Park (126),-79.2895874,43.75912399
-8851829.97,5418302.914,665,GO-20141428622,2014/01/29 05:00:00+00,2014,January,29,Wednesday,29,D23,Shooting,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.51734154,43.69460706
-8818778.084,5429837.289,666,GO-20141431240,2014/01/29 05:00:00+00,2014,January,29,Wednesday,29,D43,Other,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.2204314,43.76947728
-8836403.804,5412101.668,667,GO-20141435425,2014/01/30 05:00:00+00,2014,January,30,Thursday,30,D51,Other,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37876594,43.65431577
-8827576.843,5419573.519,668,GO-20141381673,2014/02/02 05:00:00+00,2014,February,2,Sunday,33,D54,Stabbing,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.299472,43.70285921
-8827887.489,5429836.534,669,GO-20141462653,2014/02/03 05:00:00+00,2014,February,3,Monday,34,D41,Other,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.30226258,43.76947238
-8839256.538,5424317.339,670,GO-20141470629,2014/02/04 05:00:00+00,2014,February,4,Tuesday,35,D32,Shooting,105,Lawrence Park North,105,Lawrence Park North (105),-79.40439249,43.73365868
-8855798.719,5405110.866,671,GO-20141500533,2014/02/09 05:00:00+00,2014,February,9,Sunday,40,D22,Shooting,20,Alderwood,20,Alderwood (20),-79.55299342,43.60886207
-8859044.274,5425095.487,672,GO-20141518863,2014/02/12 05:00:00+00,2014,February,12,Wednesday,43,D23,Stabbing,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58214874,43.73870933
-8831684.12,5421963.041,673,GO-20141663866,2014/03/08 05:00:00+00,2014,March,8,Saturday,67,D54,Shooting,44,Flemingdon Park,44,Flemingdon Park (44),-79.33636829,43.71837527
-8852331.51,5408903.921,674,GO-20141667340,2014/03/09 05:00:00+00,2014,March,9,Sunday,68,D22,Stabbing,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.52184695,43.63352851
-8830980.413,5416074.423,675,GO-20141668180,2014/03/12 04:00:00+00,2014,March,12,Wednesday,71,D55,Other,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),-79.33004679,43.68013102
-8819746.148,5428531.306,676,GO-20141703051,2014/03/15 04:00:00+00,2014,March,15,Saturday,74,D43,Stabbing,142,Woburn North,137,Woburn (137),-79.22912767,43.76100477
-8833352.706,5413354.989,677,GO-20141703847,2014/03/15 04:00:00+00,2014,March,15,Saturday,74,D55,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.35135746,43.66246114
-8828661.281,5416927.142,678,GO-20141731923,2014/03/19 04:00:00+00,2014,March,19,Wednesday,78,D55,Shooting,62,East End-Danforth,62,East End-Danforth (62),-79.30921367,43.68567061
-8828661.281,5416927.142,679,GO-20141731923,2014/03/19 04:00:00+00,2014,March,19,Wednesday,78,D55,Shooting,62,East End-Danforth,62,East End-Danforth (62),-79.30921367,43.68567061
-8844597.019,5414281.199,680,GO-20141766614,2014/03/25 04:00:00+00,2014,March,25,Tuesday,84,D11,Shooting,91,Weston-Pelham Park,91,Weston-Pellam Park (91),-79.45236684,43.6684799
-8835211.298,5413662.155,681,GO-20141824235,2014/04/04 04:00:00+00,2014,April,4,Friday,94,D51,Shooting,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.36805348,43.66445725
-8817952.771,5437488.205,682,GO-20141880069,2014/04/12 04:00:00+00,2014,April,12,Saturday,102,D42,Shooting,144,Morningside Heights,131,Rouge (131),-79.21301749,43.81908813
-8843811.452,5418634.177,683,GO-20142003751,2014/05/02 04:00:00+00,2014,May,2,Friday,122,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),-79.44530997,43.69675861
-8830668.397,5415212.314,684,GO-20142145283,2014/05/24 04:00:00+00,2014,May,24,Saturday,144,D55,Shooting,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),-79.3272439,43.67452992
-8826524.092,5436044.793,685,GO-20142242196,2014/06/10 04:00:00+00,2014,June,10,Tuesday,161,D42,Other,129,Agincourt North,129,Agincourt North (129),-79.29001497,43.80973176
-8835789.353,5412771.038,686,GO-20142439822,2014/07/06 04:00:00+00,2014,July,6,Sunday,187,D51,Shooting,73,Moss Park,73,Moss Park (73),-79.37324623,43.65866616
-8843992.589,5421994.301,687,GO-20142452482,2014/07/08 04:00:00+00,2014,July,8,Tuesday,189,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.44693715,43.71857823
-8830647.31,5432055.939,688,GO-20142499434,2014/07/15 04:00:00+00,2014,July,15,Tuesday,196,D33,Other,147,L'Amoreaux West,117,L'Amoreaux (117),-79.32705448,43.78386791
-8857469.818,5411633.775,689,GO-20142665166,2014/08/09 04:00:00+00,2014,August,9,Saturday,221,D22,Stabbing,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.56800516,43.65127463
-8849768.088,5416742.357,690,GO-20142728301,2014/08/18 04:00:00+00,2014,August,18,Monday,230,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.49881935,43.68447022
-8838153.506,5410518.335,691,GO-20142777149,2014/08/26 04:00:00+00,2014,August,26,Tuesday,238,D14,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.39448378,43.64402406
-8841757.021,5413242.542,692,GO-20142804113,2014/08/30 04:00:00+00,2014,August,30,Saturday,242,D14,Other,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.4268547,43.66173038
-8835378.817,5414233.271,693,GO-20142849540,2014/09/05 04:00:00+00,2014,September,5,Friday,248,D51,Other,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.36955832,43.66816846
-8850326.391,5419575.464,694,GO-20142870490,2014/09/08 04:00:00+00,2014,September,8,Monday,251,D12,Shooting,30,Brookhaven-Amesbury,28,Rustic (28),-79.50383466,43.70287184
-8827275.851,5417485.708,695,GO-20142870125,2014/09/08 04:00:00+00,2014,September,8,Monday,251,D54,Stabbing,62,East End-Danforth,62,East End-Danforth (62),-79.29676814,43.68929898
-8853277.503,5410973.8,696,GO-20142891423,2014/09/11 04:00:00+00,2014,September,11,Thursday,254,D22,Other,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.53034496,43.64698477
-8838187.163,5428408.707,697,GO-20142886898,2014/09/11 04:00:00+00,2014,September,11,Thursday,254,D32,Shooting,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40),-79.39478612,43.76020936
-8833385.701,5432638.05,698,GO-20142910832,2014/09/14 04:00:00+00,2014,September,14,Sunday,257,D33,Other,47,Don Valley Village,47,Don Valley Village (47),-79.35165385,43.78764304
-8819322.4,5428348.163,699,GO-20142905498,2014/09/14 04:00:00+00,2014,September,14,Sunday,257,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.22532108,43.75981655
-8849957.088,5428720.906,700,GO-20142929457,2014/09/17 04:00:00+00,2014,September,17,Wednesday,260,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.50051716,43.76223487
-8859228.48,5426343.392,701,GO-20142966747,2014/09/23 04:00:00+00,2014,September,23,Tuesday,266,D23,Stabbing,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58380349,43.7468081
-8831125.008,5416316.495,702,GO-20142992607,2014/09/27 04:00:00+00,2014,September,27,Saturday,270,D54,Stabbing,66,Danforth,66,Danforth (66),-79.33134571,43.68170366
-8818792.224,5425730.221,703,GO-20143005270,2014/09/29 04:00:00+00,2014,September,29,Monday,272,D43,Shooting,139,Scarborough Village,139,Scarborough Village (139),-79.22055842,43.74282882
-8843776.618,5418527.356,704,GO-20143017592,2014/09/30 04:00:00+00,2014,September,30,Tuesday,273,D13,Stabbing,107,Oakwood Village,107,Oakwood Village (107),-79.44499706,43.69606482
-8847013.251,5415883.871,705,GO-20143045566,2014/10/05 04:00:00+00,2014,October,5,Sunday,278,D12,Shooting,90,Junction Area,90,Junction Area (90),-79.47407222,43.67889305
-8855057.964,5419251.132,706,GO-20143053009,2014/10/06 04:00:00+00,2014,October,6,Monday,279,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.54633911,43.70076552
-8855057.964,5419251.132,707,GO-20143053009,2014/10/06 04:00:00+00,2014,October,6,Monday,279,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.54633911,43.70076552
-8834732.11,5412547.92,708,GO-20143053896,2014/10/06 04:00:00+00,2014,October,6,Monday,279,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.36374886,43.6572161
-8834442.847,5433114.109,709,GO-20143094406,2014/10/13 04:00:00+00,2014,October,13,Monday,286,D33,Other,47,Don Valley Village,47,Don Valley Village (47),-79.36115036,43.79073022
-8843243.833,5413969.051,710,GO-20143107536,2014/10/15 04:00:00+00,2014,October,15,Wednesday,288,D11,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.44021096,43.66645154
-8848390.994,5426029.542,711,GO-20143208371,2014/10/30 04:00:00+00,2014,October,30,Thursday,303,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),-79.4864487,43.74477134
-8846697.689,5417670.078,712,GO-20143252379,2014/11/06 05:00:00+00,2014,November,6,Thursday,310,D12,Shooting,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.47123748,43.69049658
-8837215.378,5412243.005,713,GO-20143310199,2014/11/16 05:00:00+00,2014,November,16,Sunday,320,D52,Shooting,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38605643,43.65523438
-8832242.415,5420366.939,714,GO-20143392120,2014/11/29 05:00:00+00,2014,November,29,Saturday,333,D53,Stabbing,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.34138354,43.70801163
-8832242.415,5420366.939,715,GO-20143392120,2014/11/29 05:00:00+00,2014,November,29,Saturday,333,D53,Stabbing,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.34138354,43.70801163
-8832242.415,5420366.939,716,GO-20143392120,2014/11/29 05:00:00+00,2014,November,29,Saturday,333,D53,Stabbing,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.34138354,43.70801163
-8835848.136,5414097.952,717,GO-20143420091,2014/12/01 05:00:00+00,2014,December,1,Monday,335,D51,Stabbing,74,North St.James Town,74,North St.James Town (74),-79.37377428,43.66728915
-8822606.448,5426144.517,718,GO-20143423102,2014/12/04 05:00:00+00,2014,December,4,Thursday,338,D41,Stabbing,157,Bendale South,127,Bendale (127),-79.25482218,43.74551749
-8846361.71,5412411,719,GO-20143455828,2014/12/09 05:00:00+00,2014,December,9,Tuesday,343,D11,Stabbing,88,High Park North,88,High Park North (88),-79.46821933,43.65632622
-8841480.616,5410374.724,720,GO-20143536404,2014/12/15 05:00:00+00,2014,December,15,Monday,349,D14,Other,84,Little Portugal,84,Little Portugal (84),-79.42437171,43.64309049
-8836175.306,5413347.532,721,GO-201555992,2015/01/10 05:00:00+00,2015,January,10,Saturday,10,D51,Stabbing,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.37671331,43.66241268
-8860492.266,5425616.361,722,GO-201594334,2015/01/16 05:00:00+00,2015,January,16,Friday,16,D23,Other,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59515627,43.74208988
-8840178.109,5431664.669,723,GO-201599853,2015/01/17 05:00:00+00,2015,January,17,Saturday,17,D32,Stabbing,50,Newtonbrook East,50,Newtonbrook East (50),-79.4126711,43.78133031
-8844298.467,5422335.948,724,GO-2015159448,2015/01/27 05:00:00+00,2015,January,27,Tuesday,27,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4496849,43.72079633
-8839439.372,5411549.849,725,GO-2015179790,2015/01/31 05:00:00+00,2015,January,31,Saturday,31,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.40603491,43.65072913
-8823428.418,5421065.696,726,GO-2015205271,2015/02/04 05:00:00+00,2015,February,4,Wednesday,35,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.26220606,43.71254894
-8829960.857,5416660.465,727,GO-2015346652,2015/02/28 05:00:00+00,2015,February,28,Saturday,59,D55,Shooting,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.32088796,43.68393823
-8829960.857,5416660.465,728,GO-2015346652,2015/02/28 05:00:00+00,2015,February,28,Saturday,59,D55,Shooting,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.32088796,43.68393823
-8855317.706,5419336.217,729,GO-2015453427,2015/03/17 04:00:00+00,2015,March,17,Tuesday,76,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.54867241,43.7013181
-8848036.472,5406901.128,730,GO-2015457868,2015/03/18 04:00:00+00,2015,March,18,Wednesday,77,D22,Other,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),-79.48326397,43.6205055
-8857737.038,5415489.716,731,GO-2015473322,2015/03/21 04:00:00+00,2015,March,21,Saturday,80,D23,Stabbing,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.57040564,43.67633225
-8859519.014,5424139.031,732,GO-2015531511,2015/03/30 04:00:00+00,2015,March,30,Monday,89,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58641341,43.73250129
-8828022.702,5418382.438,733,GO-2015586781,2015/04/09 04:00:00+00,2015,April,9,Thursday,99,D54,Other,61,Taylor-Massey,61,Taylor-Massey (61),-79.30347721,43.69512357
-8843172.574,5415785.225,734,GO-2015618195,2015/04/14 04:00:00+00,2015,April,14,Tuesday,104,D13,Other,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),-79.43957083,43.67825217
-8823595.568,5417911.511,735,GO-2015669864,2015/04/23 04:00:00+00,2015,April,23,Thursday,113,D41,Stabbing,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),-79.2637076,43.6920648
-8814561.42,5428841.808,736,GO-2015767516,2015/05/08 04:00:00+00,2015,May,8,Friday,128,D43,Stabbing,136,West Hill,136,West Hill (136),-79.18255246,43.76301925
-8844685.006,5413865.702,737,GO-2015819674,2015/05/17 04:00:00+00,2015,May,17,Sunday,137,D11,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.45315724,43.66577996
-8830392.431,5416533.107,738,GO-2015831181,2015/05/19 04:00:00+00,2015,May,19,Tuesday,139,D54,Shooting,66,Danforth,66,Danforth (66),-79.32476486,43.68311087
-8844082.449,5412941.402,739,GO-2015843494,2015/05/20 04:00:00+00,2015,May,20,Wednesday,140,D11,Shooting,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.44774438,43.65977334
-8820429.231,5428024.362,740,GO-2015870230,2015/05/25 04:00:00+00,2015,May,25,Monday,145,D43,Stabbing,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.2352639,43.75771567
-8829016.586,5417512.388,741,GO-2015922149,2015/05/30 04:00:00+00,2015,May,30,Saturday,150,D54,Stabbing,60,Woodbine-Lumsden,60,Woodbine-Lumsden (60),-79.31240543,43.68947229
-8820429.231,5428024.362,742,GO-2015916307,2015/06/01 04:00:00+00,2015,June,1,Monday,152,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.2352639,43.75771567
-8836291.31,5411738.804,743,GO-2015926649,2015/06/03 04:00:00+00,2015,June,3,Wednesday,154,D51,Stabbing,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37775539,43.6519573
-8849249.168,5414912.287,744,GO-2015988808,2015/06/12 04:00:00+00,2015,June,12,Friday,163,D12,Other,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.49415781,43.67258053
-8841311.233,5410088.823,745,GO-20151086599,2015/06/28 04:00:00+00,2015,June,28,Sunday,179,D14,Shooting,84,Little Portugal,84,Little Portugal (84),-79.42285012,43.64123192
-8841311.233,5410088.823,746,GO-20151086599,2015/06/28 04:00:00+00,2015,June,28,Sunday,179,D14,Shooting,84,Little Portugal,84,Little Portugal (84),-79.42285012,43.64123192
-8859519.014,5424139.031,747,GO-20151158745,2015/07/09 04:00:00+00,2015,July,9,Thursday,190,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58641341,43.73250129
-8844167.867,5414297.364,748,GO-20151178239,2015/07/10 04:00:00+00,2015,July,10,Friday,191,D13,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.44851171,43.66858493
-8819485.994,5423756.271,749,GO-20151182401,2015/07/12 04:00:00+00,2015,July,12,Sunday,193,D43,Stabbing,123,Cliffcrest,123,Cliffcrest (123),-79.22679067,43.73001674
-8835658.197,5414622.948,750,GO-20151325557,2015/08/03 04:00:00+00,2015,August,3,Monday,215,D51,Stabbing,74,North St.James Town,74,North St.James Town (74),-79.37206804,43.67070052
-8841542.244,5408773.502,751,GO-20151330701,2015/08/04 04:00:00+00,2015,August,4,Tuesday,216,D14,Shooting,163,Fort York-Liberty Village,82,Niagara (82),-79.42492533,43.63268055
-8841542.244,5408773.502,752,GO-20151330701,2015/08/04 04:00:00+00,2015,August,4,Tuesday,216,D14,Shooting,163,Fort York-Liberty Village,82,Niagara (82),-79.42492533,43.63268055
-8845921.53,5415443.837,753,GO-20151352151,2015/08/07 04:00:00+00,2015,August,7,Friday,219,D12,Stabbing,91,Weston-Pelham Park,91,Weston-Pellam Park (91),-79.46426513,43.67603417
-8836722.761,5412117.877,754,GO-20151362027,2015/08/09 04:00:00+00,2015,August,9,Sunday,221,D52,Shooting,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38163118,43.65442112
-8835451.733,5412742.984,755,GO-20151423810,2015/08/19 04:00:00+00,2015,August,19,Wednesday,231,D51,Shooting,73,Moss Park,73,Moss Park (73),-79.37021334,43.65848384
-8850357.168,5421309.29,756,GO-20151428790,2015/08/19 04:00:00+00,2015,August,19,Wednesday,231,D12,Shooting,28,Rustic,28,Rustic (28),-79.50411114,43.71413062
-8849870.671,5415781.697,757,GO-20151536584,2015/09/06 04:00:00+00,2015,September,6,Sunday,249,D12,Stabbing,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.49974086,43.67822925
-8816106.417,5429323.474,758,GO-20151577444,2015/09/12 04:00:00+00,2015,September,12,Saturday,255,D43,Stabbing,136,West Hill,136,West Hill (136),-79.19643141,43.76614407
-8817846.265,5432930.905,759,GO-20151641806,2015/09/22 04:00:00+00,2015,September,22,Tuesday,265,D43,Stabbing,135,Morningside,135,Morningside (135),-79.21206073,43.78954218
-8811449.015,5433552.609,760,GO-20151692243,2015/10/01 04:00:00+00,2015,October,1,Thursday,274,D43,Shooting,134,Highland Creek,134,Highland Creek (134),-79.15459325,43.79357368
-8818981.363,5426992.514,761,GO-2018104863,2015/10/15 04:00:00+00,2015,October,15,Thursday,288,D43,Other,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.22225749,43.7510204
-8860537.486,5417093.488,762,GO-20151791234,2015/10/17 04:00:00+00,2015,October,17,Saturday,290,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59556249,43.68675119
-8837109.782,5414247.027,763,GO-20151869657,2015/10/31 04:00:00+00,2015,October,31,Saturday,304,D51,Shooting,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38510785,43.66825785
-8833809.284,5421522.86,764,GO-20151899333,2015/11/04 05:00:00+00,2015,November,4,Wednesday,308,D53,Shooting,56,Leaside-Bennington,56,Leaside-Bennington (56),-79.35545897,43.71551731
-8824698.196,5421175.105,765,GO-20151939320,2015/11/10 05:00:00+00,2015,November,10,Tuesday,314,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.27361267,43.71325935
-8828960.671,5416111.201,766,GO-20151783770,2015/11/10 05:00:00+00,2015,November,10,Tuesday,314,D55,Other,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.31190314,43.68036996
-8835848.136,5414097.952,767,GO-20151947851,2015/11/13 05:00:00+00,2015,November,13,Friday,317,D51,Stabbing,74,North St.James Town,74,North St.James Town (74),-79.37377428,43.66728915
-8828864.028,5431153.038,768,GO-20151950148,2015/11/13 05:00:00+00,2015,November,13,Friday,317,D42,Stabbing,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.31103497,43.77801192
-8861457.879,5423931.808,769,GO-20151975144,2015/11/17 05:00:00+00,2015,November,17,Tuesday,321,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.60383053,43.73115619
-8826175.827,5418634.648,770,GO-20152071129,2015/11/28 05:00:00+00,2015,November,28,Saturday,332,D41,Other,121,Oakridge,121,Oakridge (121),-79.28688645,43.69676167
-8859040.213,5425796.273,771,GO-20152050482,2015/11/30 05:00:00+00,2015,November,30,Monday,334,D23,Shooting,3,Thistletown-Beaumond Heights,3,Thistletown-Beaumond Heights (3),-79.58211226,43.74325749
-8837972.236,5411024.538,772,GO-20152123843,2015/12/11 05:00:00+00,2015,December,11,Friday,345,D52,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3928554,43.64731458
-8832200.795,5430873.963,773,GO-20152125474,2015/12/11 05:00:00+00,2015,December,11,Friday,345,D33,Shooting,53,Henry Farm,53,Henry Farm (53),-79.34100966,43.7762018
-8836605.466,5410886.084,774,GO-20152123328,2015/12/11 05:00:00+00,2015,December,11,Friday,345,D52,Stabbing,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3805775,43.64641459
-8832242.415,5420366.939,775,GO-2018104863,2015/12/14 05:00:00+00,2015,December,14,Monday,348,D52,Other,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.34138354,43.70801163
-8836735.432,5412914.037,776,GO-20152151120,2015/12/15 05:00:00+00,2015,December,15,Tuesday,349,D51,Stabbing,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.381745,43.6595955
-8857922.719,5427755.131,777,GO-20152149617,2015/12/15 05:00:00+00,2015,December,15,Tuesday,349,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.57207364,43.7559688
-8841090.418,5417006.826,778,GO-20152180756,2015/12/20 05:00:00+00,2015,December,20,Sunday,354,D13,Other,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),-79.42086651,43.68618824
