X,Y,OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-8843730.41,5428723.294,344,GO-20082891170,2008/08/24 04:00:00+00,2008,August,24,Sunday,237,D32,Shooting,35,Westminster-Branson,35,Westminster-Branson (35),-79.44458196,43.76225037
-8819474.144,5435342.144,345,GO-20082928965,2008/08/26 04:00:00+00,2008,August,26,Tuesday,239,D42,Shooting,145,Malvern West,132,Malvern (132),-79.22668422,43.80517658
-8838837.07,5411775.056,346,GO-20082373236,2008/08/28 04:00:00+00,2008,August,28,Thursday,241,D14,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.40062434,43.65219293
-8836448.672,5429292.218,347,GO-20082881742,2008/09/02 04:00:00+00,2008,September,2,Tuesday,246,D33,Stabbing,52,Bayview Village,52,Bayview Village (52),-79.37916899,43.7659413
-8846496.634,5417812.363,348,GO-20082406153,2008/09/08 04:00:00+00,2008,September,8,Monday,252,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.46943137,43.69142079
-8854616.885,5427156.407,349,GO-20082386684,2008/09/08 04:00:00+00,2008,September,8,Monday,252,D31,Stabbing,21,Humber Summit,21,Humber Summit (21),-79.54237683,43.75208388
-8847781.121,5422455.067,350,GO-20082922744,2008/09/09 04:00:00+00,2008,September,9,Tuesday,253,D31,Shooting,29,Maple Leaf,29,Maple Leaf (29),-79.48097012,43.72156968
-8851994.374,5428671.049,351,GO-20082747960,2008/09/16 04:00:00+00,2008,September,16,Tuesday,260,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51881841,43.76191141
-8826235.736,5431726,352,GO-20082909162,2008/09/16 04:00:00+00,2008,September,16,Tuesday,260,D42,Stabbing,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.28742463,43.78172808
-8851478.752,5427677.797,353,GO-20082954481,2008/09/22 04:00:00+00,2008,September,22,Monday,266,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5141865,43.75546702
-8848810.76,5424478.631,354,GO-20082875476,2008/09/24 04:00:00+00,2008,September,24,Wednesday,268,D31,Other,155,Downsview,26,Downsview-Roding-CFB (26),-79.49021952,43.7347056
-8851174.545,5416663.186,355,GO-20082395868,2008/10/03 04:00:00+00,2008,October,3,Friday,277,D22,Shooting,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.51145376,43.6839559
-8851474.202,5422309.967,356,GO-20083044970,2008/10/09 04:00:00+00,2008,October,9,Thursday,283,D31,Shooting,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.51414562,43.72062766
-8838509.209,5408947.69,357,GO-20082386395,2008/10/11 04:00:00+00,2008,October,11,Saturday,285,D14,Other,163,Fort York-Liberty Village,82,Niagara (82),-79.39767911,43.63381308
-8812805.418,5435708.356,358,GO-20082897918,2008/10/13 04:00:00+00,2008,October,13,Monday,287,D42,Stabbing,143,West Rouge,131,Rouge (131),-79.16677803,43.80755073
-8812805.418,5435708.356,359,GO-20082897918,2008/10/13 04:00:00+00,2008,October,13,Monday,287,D42,Stabbing,143,West Rouge,131,Rouge (131),-79.16677803,43.80755073
-8819304.391,5425569.632,360,GO-20082823465,2008/10/14 04:00:00+00,2008,October,14,Tuesday,288,D43,Shooting,139,Scarborough Village,139,Scarborough Village (139),-79.2251593,43.74178661
-8830999.766,5413473.78,361,GO-20082440245,2008/10/25 04:00:00+00,2008,October,25,Saturday,299,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.33022064,43.66323311
-8843233.815,5427465.12,362,GO-20083023273,2008/10/25 04:00:00+00,2008,October,25,Saturday,299,D32,Shooting,33,Clanton Park,33,Clanton Park (33),-79.44012098,43.75408705
-8818500.828,5430041.694,363,GO-20082863291,2008/11/18 05:00:00+00,2008,November,18,Tuesday,323,D43,Stabbing,135,Morningside,135,Morningside (135),-79.21794077,43.77080324
-8818500.828,5430041.694,364,GO-20082863291,2008/11/18 05:00:00+00,2008,November,18,Tuesday,323,D43,Stabbing,135,Morningside,135,Morningside (135),-79.21794077,43.77080324
-8818500.828,5430041.694,365,GO-20082863291,2008/11/18 05:00:00+00,2008,November,18,Tuesday,323,D43,Stabbing,135,Morningside,135,Morningside (135),-79.21794077,43.77080324
-8857975.53,5411902.487,366,GO-20082739826,2008/11/23 05:00:00+00,2008,November,23,Sunday,328,D22,Other,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11),-79.57254805,43.65302118
-8828725.467,5425623.756,367,GO-20083049956,2008/11/26 05:00:00+00,2008,November,26,Wednesday,331,D33,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.30979027,43.74213787
-8850889.808,5403983.941,368,GO-20082439136,2008/12/03 05:00:00+00,2008,December,3,Wednesday,338,D22,Stabbing,18,New Toronto,18,New Toronto (18),-79.50889593,43.60153166
-8846663.502,5418608.837,369,GO-20082873166,2008/12/06 05:00:00+00,2008,December,6,Saturday,341,D12,Stabbing,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.47093037,43.69659403
-8825055.593,5424213.906,370,GO-20083103211,2008/12/25 05:00:00+00,2008,December,25,Thursday,360,D41,Other,125,Ionview,125,Ionview (125),-79.27682322,43.7329873
-8855797.194,5427056.144,371,GO-20093148206,2009/01/03 05:00:00+00,2009,January,3,Saturday,3,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.55297972,43.75143328
-8833788.388,5425438.335,372,GO-20093100835,2009/01/04 05:00:00+00,2009,January,4,Sunday,4,D33,Shooting,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.35527126,43.74093449
-8830568.922,5421899.866,373,GO-20093118823,2009/01/06 05:00:00+00,2009,January,6,Tuesday,6,D54,Other,44,Flemingdon Park,44,Flemingdon Park (44),-79.3263503,43.7179651
-8845523.844,5414619.834,374,GO-20093167296,2009/01/16 05:00:00+00,2009,January,16,Friday,16,D12,Stabbing,91,Weston-Pelham Park,91,Weston-Pellam Park (91),-79.46069265,43.67068028
-8847044.77,5417364.658,375,GO-20093043662,2009/01/20 05:00:00+00,2009,January,20,Tuesday,20,D12,Shooting,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.47435536,43.68851267
-8851158.737,5418877.131,376,GO-20093065148,2009/02/01 05:00:00+00,2009,February,1,Sunday,32,D12,Shooting,113,Weston,113,Weston (113),-79.51131176,43.69833654
-8817138.575,5432335.342,377,GO-20092874543,2009/02/10 05:00:00+00,2009,February,10,Tuesday,41,D41,Shooting,135,Morningside,135,Morningside (135),-79.20570344,43.78567994
-8851198.61,5429306.785,378,GO-20093219115,2009/02/22 05:00:00+00,2009,February,22,Sunday,53,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51166994,43.7660358
-8847358.956,5417541.809,379,GO-20092904889,2009/02/26 05:00:00+00,2009,February,26,Thursday,57,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.47717774,43.68966339
-8824995.534,5427331.64,380,GO-20093082434,2009/02/28 05:00:00+00,2009,February,28,Saturday,59,D41,Shooting,126,Dorset Park,126,Dorset Park (126),-79.2762837,43.75322094
-8852968.49,5428529.18,381,GO-20093180676,2009/03/12 04:00:00+00,2009,March,12,Thursday,71,D31,Stabbing,24,Black Creek,24,Black Creek (24),-79.52756904,43.76099098
-8823415.123,5423123.595,382,GO-20093159164,2009/04/02 04:00:00+00,2009,April,2,Thursday,92,D41,Stabbing,124,Kennedy Park,124,Kennedy Park (124),-79.26208663,43.72590973
-8831439.266,5413877.041,383,GO-20093233433,2009/04/17 04:00:00+00,2009,April,17,Friday,107,D55,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.33416873,43.66585365
-8846828.88,5416668.681,384,GO-20093104776,2009/04/21 04:00:00+00,2009,April,21,Tuesday,111,D12,Shooting,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.47241599,43.6839916
-8849768.088,5416742.357,385,GO-20093185090,2009/04/22 04:00:00+00,2009,April,22,Wednesday,112,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.49881935,43.68447022
-8850287.336,5413573.92,386,GO-20093103646,2009/05/01 04:00:00+00,2009,May,1,Friday,121,D11,Shooting,114,Lambton Baby Point,114,Lambton Baby Point (114),-79.50348382,43.66388386
-8842887.356,5411434.259,387,GO-20093201614,2009/05/05 04:00:00+00,2009,May,5,Tuesday,125,D14,Stabbing,84,Little Portugal,84,Little Portugal (84),-79.43700867,43.6499778
-8829881.911,5414257.555,388,GO-20093041325,2009/05/09 04:00:00+00,2009,May,9,Saturday,129,D55,Other,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),-79.32017878,43.66832626
-8849950.166,5414207.018,389,GO-20093059077,2009/05/11 04:00:00+00,2009,May,11,Monday,131,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.50045498,43.66799787
-8833304.715,5412764.861,390,GO-20093330600,2009/05/20 04:00:00+00,2009,May,20,Wednesday,140,D55,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.35092635,43.65862602
-8847907.987,5416557.451,391,GO-20093386271,2009/05/20 04:00:00+00,2009,May,20,Wednesday,140,D23,Stabbing,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.48210977,43.68326902
-8847907.987,5416557.451,392,GO-20093386271,2009/05/20 04:00:00+00,2009,May,20,Wednesday,140,D12,Other,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.48210977,43.68326902
-8855705.131,5418485.061,393,GO-20093250588,2009/06/15 04:00:00+00,2009,June,15,Monday,166,D12,Stabbing,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.55215271,43.69579012
-8846295.597,5421554.525,394,GO-20093420102,2009/06/17 04:00:00+00,2009,June,17,Wednesday,168,D32,Other,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.46762542,43.71572291
-8833477.471,5410715.587,395,GO-20093155134,2009/06/21 04:00:00+00,2009,June,21,Sunday,172,D51,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.35247824,43.6453063
-8833477.471,5410715.587,396,GO-20093155134,2009/06/21 04:00:00+00,2009,June,21,Sunday,172,D51,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.35247824,43.6453063
-8851141.467,5424747.728,397,GO-20093440867,2009/07/07 04:00:00+00,2009,July,7,Tuesday,188,D31,Other,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51115662,43.73645222
-8826071.264,5430159.582,398,GO-20093096999,2009/07/11 04:00:00+00,2009,July,11,Saturday,192,D41,Other,126,Dorset Park,126,Dorset Park (126),-79.28594715,43.77156796
-8808499.068,5433589.152,399,GO-20093501395,2009/07/19 04:00:00+00,2009,July,19,Sunday,200,D43,Shooting,143,West Rouge,131,Rouge (131),-79.12809343,43.79381064
-8827500.818,5432029.391,400,GO-20093139087,2009/07/20 04:00:00+00,2009,July,20,Monday,201,D42,Stabbing,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.29878906,43.78369574
-8839599.064,5413885.469,401,GO-20093523913,2009/07/25 04:00:00+00,2009,July,25,Saturday,206,D14,Shooting,79,University,79,University (79),-79.40746945,43.66590841
-8838259.056,5414806.817,402,GO-20093505649,2009/08/01 04:00:00+00,2009,August,1,Saturday,213,D53,Shooting,95,Annex,95,Annex (95),-79.39543195,43.67189523
-8861740.373,5427607.043,403,GO-20093523721,2009/08/02 04:00:00+00,2009,August,2,Sunday,214,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.60636821,43.75500794
-8849296.563,5405354.597,404,GO-20093363634,2009/08/04 04:00:00+00,2009,August,4,Tuesday,216,D51,Shooting,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.49458357,43.61044737
-8822555.384,5424575.715,405,GO-20093348714,2009/08/05 04:00:00+00,2009,August,5,Wednesday,217,D41,Shooting,138,Eglinton East,138,Eglinton East (138),-79.25436346,43.73533574
-8860251.677,5424994.138,406,GO-20093515443,2009/08/10 04:00:00+00,2009,August,10,Monday,222,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59299502,43.73805153
-8859713.605,5426266.456,407,GO-20093523004,2009/08/16 04:00:00+00,2009,August,16,Sunday,228,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58816144,43.74630882
-8831886.276,5414891.257,408,GO-20093448946,2009/09/02 04:00:00+00,2009,September,2,Wednesday,245,D55,Shooting,69,Blake-Jones,69,Blake-Jones (69),-79.33818429,43.67244388
-8835192.971,5411497.449,409,GO-20093576028,2009/09/05 04:00:00+00,2009,September,5,Saturday,248,D51,Shooting,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.36788884,43.65038854
-8835330.074,5433200.239,410,GO-20093269913,2009/09/07 04:00:00+00,2009,September,7,Monday,250,D33,Shooting,49,Bayview Woods-Steeles,49,Bayview Woods-Steeles (49),-79.36912046,43.79128873
-8824592.398,5421837.457,411,GO-20093575026,2009/09/12 04:00:00+00,2009,September,12,Saturday,255,D41,Other,124,Kennedy Park,124,Kennedy Park (124),-79.27266228,43.71755991
-8842639.025,5408968.143,412,GO-20093528405,2009/10/10 04:00:00+00,2009,October,10,Saturday,283,D14,Shooting,85,South Parkdale,85,South Parkdale (85),-79.43477789,43.63394606
-8848517.875,5426773.79,413,GO-20093524643,2009/10/18 04:00:00+00,2009,October,18,Sunday,291,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.48758849,43.74960108
-8836234.11,5411539.653,414,GO-20093464087,2009/10/18 04:00:00+00,2009,October,18,Sunday,291,D51,Other,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37724155,43.65066286
-8842216.227,5415241.037,415,GO-20093425603,2009/10/30 04:00:00+00,2009,October,30,Friday,303,D13,Shooting,94,Wychwood,94,Wychwood (94),-79.43097982,43.67471654
-8832776.216,5416159.744,416,GO-20093588501,2009/11/02 05:00:00+00,2009,November,2,Monday,306,D54,Shooting,67,Playter Estates-Danforth,67,Playter Estates-Danforth (67),-79.34617876,43.68068532
-8849531.182,5427132.922,417,GO-20093454028,2009/11/03 05:00:00+00,2009,November,3,Tuesday,307,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.49669119,43.7519315
-8838671.915,5414928.289,418,GO-20093586765,2009/11/04 05:00:00+00,2009,November,4,Wednesday,308,D53,Stabbing,95,Annex,95,Annex (95),-79.39914072,43.6726845
-8833684.247,5413752.126,419,GO-20093593532,2009/11/07 05:00:00+00,2009,November,7,Saturday,311,D55,Other,68,North Riverdale,68,North Riverdale (68),-79.35433574,43.66504191
-8839599.064,5413885.469,420,GO-20093411009,2009/11/07 05:00:00+00,2009,November,7,Saturday,311,D14,Stabbing,79,University,79,University (79),-79.40746945,43.66590841
-8843097.827,5417829.836,421,GO-20093425609,2009/11/11 05:00:00+00,2009,November,11,Wednesday,315,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),-79.43889937,43.69153429
-8855535.989,5417319.902,422,GO-20092776015,2009/11/17 05:00:00+00,2009,November,17,Tuesday,321,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.55063328,43.68822195
-8837400.604,5413843.966,423,GO-20093358995,2009/11/22 05:00:00+00,2009,November,22,Sunday,326,D52,Shooting,169,Bay-Cloverhill,76,Bay Street Corridor (76),-79.38772035,43.66563871
-8823906.028,5429753.806,424,GO-20093577507,2009/11/22 05:00:00+00,2009,November,22,Sunday,326,D41,Shooting,156,Bendale-Glen Andrew,127,Bendale (127),-79.26649651,43.76893572
-8850428.665,5421556.345,425,GO-20093687835,2009/12/03 05:00:00+00,2009,December,3,Thursday,337,D31,Shooting,28,Rustic,28,Rustic (28),-79.50475341,43.71573472
-8835848.136,5414097.952,426,GO-20093574569,2009/12/05 05:00:00+00,2009,December,5,Saturday,339,D51,Other,74,North St.James Town,74,North St.James Town (74),-79.37377428,43.66728915
-8857475.856,5427882.991,427,GO-20093567900,2009/12/06 05:00:00+00,2009,December,6,Sunday,340,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.5680594,43.75679841
-8852547.394,5419497.604,428,GO-20093574814,2009/12/07 05:00:00+00,2009,December,7,Monday,341,D31,Shooting,113,Weston,113,Weston (113),-79.52378628,43.7023662
-8852464.604,5421858.594,429,GO-20093565736,2009/12/09 05:00:00+00,2009,December,9,Wednesday,343,D31,Shooting,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.52304256,43.71769714
-8849744.766,5413837.87,430,GO-20093391807,2009/12/13 05:00:00+00,2009,December,13,Sunday,347,D11,Stabbing,89,Runnymede-Bloor West Village,89,Runnymede-Bloor West Village (89),-79.49860984,43.6655991
-8838463.861,5412616.181,431,GO-20093591551,2009/12/18 05:00:00+00,2009,December,18,Friday,352,D52,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39727175,43.65765974
-8847556.717,5413831.391,432,GO-20093543317,2009/12/29 05:00:00+00,2009,December,29,Tuesday,363,D11,Shooting,90,Junction Area,90,Junction Area (90),-79.47895426,43.665557
-8833684.247,5413752.126,433,GO-20103593574,2010/01/02 05:00:00+00,2010,January,2,Saturday,2,D55,Other,68,North Riverdale,68,North Riverdale (68),-79.35433574,43.66504191
-8817751.109,5436371.681,434,GO-20103566324,2010/01/07 05:00:00+00,2010,January,7,Thursday,7,D42,Shooting,146,Malvern East,132,Malvern (132),-79.21120593,43.81185082
-8838562.709,5411477.024,435,GO-20103583884,2010/01/24 05:00:00+00,2010,January,24,Sunday,24,D14,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39815971,43.65025578
-8829537.296,5428687.087,436,GO-20103281627,2010/01/27 05:00:00+00,2010,January,27,Wednesday,27,D41,Stabbing,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.31708305,43.76201546
-8835911.739,5413424.129,437,GO-20103367693,2010/02/03 05:00:00+00,2010,February,3,Wednesday,34,D51,Stabbing,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.37434564,43.66291045
-8850189.971,5418888.627,438,GO-20103713412,2010/02/07 05:00:00+00,2010,February,7,Sunday,38,D12,Shooting,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.50260919,43.69841121
-8850428.665,5421556.345,439,GO-20103448094,2010/02/08 05:00:00+00,2010,February,8,Monday,39,D31,Shooting,28,Rustic,28,Rustic (28),-79.50475341,43.71573472
-8820726.345,5425006.018,440,GO-20103456178,2010/02/14 05:00:00+00,2010,February,14,Sunday,45,D43,Other,138,Eglinton East,138,Eglinton East (138),-79.23793293,43.73812864
-8828599.077,5413535.806,441,GO-20103593600,2010/02/15 05:00:00+00,2010,February,15,Monday,46,D55,Other,70,South Riverdale,70,South Riverdale (70),-79.30865488,43.66363618
-8816444.612,5429215.09,442,GO-2010357703,2010/03/11 05:00:00+00,2010,March,11,Thursday,70,D43,Shooting,136,West Hill,136,West Hill (136),-79.19946946,43.76544094
-8829124.125,5429384.322,443,GO-20103680160,2010/03/13 05:00:00+00,2010,March,13,Saturday,72,D41,Other,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.31337147,43.76653881
-8844716.392,5412210.64,444,GO-20103657524,2010/04/04 04:00:00+00,2010,April,4,Sunday,94,D11,Other,87,High Park-Swansea,87,High Park-Swansea (87),-79.45343918,43.65502403
-8835306.479,5412209.928,445,GO-20103733844,2010/04/28 04:00:00+00,2010,April,28,Wednesday,118,D51,Other,73,Moss Park,73,Moss Park (73),-79.3689085,43.6550194
-8842527.212,5416808.236,446,GO-20103427476,2010/05/03 04:00:00+00,2010,May,3,Monday,123,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),-79.43377345,43.68489818
-8843413.396,5413919.477,447,GO-20103662181,2010/05/08 04:00:00+00,2010,May,8,Saturday,128,D14,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.44173417,43.6661294
-8829006.013,5434155.266,448,GO-20103709341,2010/05/10 04:00:00+00,2010,May,10,Monday,130,D42,Stabbing,148,East L'Amoreaux,117,L'Amoreaux (117),-79.31231045,43.79748141
-8846604.204,5417781.327,449,GO-20103577964,2010/05/17 04:00:00+00,2010,May,17,Monday,137,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.47039769,43.6912192
-8817258.901,5429423.694,450,GO-20103801763,2010/05/25 04:00:00+00,2010,May,25,Tuesday,145,D43,Other,135,Morningside,135,Morningside (135),-79.20678435,43.76679423
-8847069.31,5410122.089,451,GO-20103568162,2010/05/29 04:00:00+00,2010,May,29,Saturday,149,D11,Stabbing,87,High Park-Swansea,87,High Park-Swansea (87),-79.47457581,43.64144817
-8851370.859,5425199.311,452,GO-20103795155,2010/05/29 04:00:00+00,2010,May,29,Saturday,149,D31,Other,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51321728,43.73938318
-8850221.253,5419063.526,453,GO-20103746928,2010/05/31 04:00:00+00,2010,May,31,Monday,151,D12,Other,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.50289019,43.69954711
-8840532.347,5416060.775,454,GO-20103844704,2010/06/12 04:00:00+00,2010,June,12,Saturday,163,D13,Stabbing,96,Casa Loma,96,Casa Loma (96),-79.41585327,43.68004236
-8851218.221,5403644.109,455,GO-20103711024,2010/06/12 04:00:00+00,2010,June,12,Saturday,163,D22,Other,18,New Toronto,18,New Toronto (18),-79.51184611,43.59932095
-8856427.888,5418246.931,456,GO-20103786264,2010/06/29 04:00:00+00,2010,June,29,Tuesday,180,D23,Stabbing,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.55864535,43.69424344
-8850560.618,5415453.591,457,GO-20103773164,2010/06/30 04:00:00+00,2010,June,30,Wednesday,181,D12,Stabbing,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.50593876,43.67609754
-8838992.083,5414266.326,458,GO-20103771858,2010/07/02 04:00:00+00,2010,July,2,Friday,183,D53,Stabbing,95,Annex,95,Annex (95),-79.40201685,43.66838325
-8848390.994,5426029.542,459,GO-20103776066,2010/07/02 04:00:00+00,2010,July,2,Friday,183,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),-79.4864487,43.74477134
-8823924.461,5427743.512,460,GO-20103757791,2010/07/06 04:00:00+00,2010,July,6,Tuesday,187,D41,Shooting,156,Bendale-Glen Andrew,127,Bendale (127),-79.26666209,43.75589342
-8828577.519,5425108.399,461,GO-20102896399,2010/07/09 04:00:00+00,2010,July,9,Friday,190,D41,Other,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.30846122,43.73879313
-8838521.421,5411784.446,462,GO-20103360930,2010/07/10 04:00:00+00,2010,July,10,Saturday,191,D52,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39778881,43.65225396
-8830936.354,5421490.166,463,GO-20103587228,2010/07/13 04:00:00+00,2010,July,13,Tuesday,194,D54,Shooting,44,Flemingdon Park,44,Flemingdon Park (44),-79.329651,43.71530504
-8821708.479,5427645.478,464,GO-20103831826,2010/07/14 04:00:00+00,2010,July,14,Wednesday,195,D41,Stabbing,156,Bendale-Glen Andrew,127,Bendale (127),-79.24675559,43.75525733
-8823084.97,5432601.213,465,GO-20103686077,2010/07/16 04:00:00+00,2010,July,16,Friday,197,D42,Shooting,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.25912081,43.78740415
-8850665.589,5425343.38,466,GO-20103520868,2010/07/30 04:00:00+00,2010,July,30,Friday,211,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.50688173,43.74031821
-8862346.096,5424012.694,467,GO-20103804848,2010/07/30 04:00:00+00,2010,July,30,Friday,211,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.61180951,43.73168123
-8831526.651,5422016.797,468,GO-20103883110,2010/07/31 04:00:00+00,2010,July,31,Saturday,212,D54,Stabbing,44,Flemingdon Park,44,Flemingdon Park (44),-79.33495372,43.71872428
-8835275.317,5413879.395,469,GO-20103561930,2010/08/08 04:00:00+00,2010,August,8,Sunday,220,D51,Other,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.36862857,43.66586894
-8836072.132,5414461.25,470,GO-20103577793,2010/08/14 04:00:00+00,2010,August,14,Saturday,226,D51,Shooting,74,North St.James Town,74,North St.James Town (74),-79.37578648,43.66964984
-8853188.965,5410496.062,471,GO-20103436989,2010/08/14 04:00:00+00,2010,August,14,Saturday,226,D22,Shooting,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.52954961,43.64387927
-8843182.141,5422872.692,472,GO-20103773675,2010/08/24 04:00:00+00,2010,August,24,Tuesday,236,D32,Shooting,32,Englemount-Lawrence,32,Englemount-Lawrence (32),-79.43965678,43.72428092
-8843241.537,5411657.017,473,GO-20103412926,2010/08/27 04:00:00+00,2010,August,27,Friday,239,D14,Stabbing,83,Dufferin Grove,83,Dufferin Grove (83),-79.44019034,43.6514257
-8846932.996,5414078.326,474,GO-20103793509,2010/08/29 04:00:00+00,2010,August,29,Sunday,241,D51,Other,90,Junction Area,90,Junction Area (90),-79.47335128,43.66716162
-8832242.415,5420366.939,475,GO-2018104863,2010/09/06 04:00:00+00,2010,September,6,Monday,249,D52,Other,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.34138354,43.70801163
-8820067.89,5428270.141,476,GO-20103528531,2010/09/10 04:00:00+00,2010,September,10,Friday,253,D43,Shooting,142,Woburn North,137,Woburn (137),-79.23201792,43.75931034
-8848672.459,5418780.141,477,GO-20103912797,2010/09/12 04:00:00+00,2010,September,12,Sunday,255,D12,Other,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.48897714,43.69770662
-8851994.374,5428671.049,478,GO-20103836758,2010/09/12 04:00:00+00,2010,September,12,Sunday,255,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51881841,43.76191141
-8851362.658,5417107.573,479,GO-20103905801,2010/09/25 04:00:00+00,2010,September,25,Saturday,268,D23,Stabbing,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.51314361,43.68684269
-8851158.737,5418877.131,480,GO-20103708472,2010/09/29 04:00:00+00,2010,September,29,Wednesday,272,D12,Shooting,113,Weston,113,Weston (113),-79.51131176,43.69833654
-8851158.737,5418877.131,481,GO-20103708472,2010/09/29 04:00:00+00,2010,September,29,Wednesday,272,D12,Shooting,113,Weston,113,Weston (113),-79.51131176,43.69833654
-8842411.583,5409012.521,482,GO-20103834477,2010/10/04 04:00:00+00,2010,October,4,Monday,277,D14,Shooting,85,South Parkdale,85,South Parkdale (85),-79.43273474,43.63423459
-8851620.546,5428046.946,483,GO-20103633942,2010/10/04 04:00:00+00,2010,October,4,Monday,277,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51546025,43.7578622
-8834237.039,5413119.077,484,GO-20103561941,2010/10/09 04:00:00+00,2010,October,9,Saturday,282,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.35930155,43.66092803
-8834237.039,5413119.077,485,GO-20103561941,2010/10/09 04:00:00+00,2010,October,9,Saturday,282,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.35930155,43.66092803
